330	475.6688	161.6484	534.8737	535.4875	508.8719
335	475.5031	161.7852	536.432	534.5156	508.7281
340	480.2687	163.7943	537.8041	535.7094	508.15
345	474.4937	161.3333	534.6875	534.3187	507.9406
350	469.6125	159.8893	536.3547	533.9157	507.5438
355	469.8344	160.4063	539.9784	536.2719	507.05
360	466.6531	158.0	534.9081	534.6406	507.125
365	462.2219	157.3828	536.6784	534.3375	507.1344
370	462.1563	158.7448	543.1065	537.1719	506.8656
375	467.2906	160.8815	545.3037	539.8688	507.1656
380	475.0625	163.6771	544.5302	540.3594	508.2719
385	478.1094	163.6016	539.987	538.9782	509.4125
390	478.3156	163.4271	538.0734	537.0906	509.9875
395	476.7563	162.5729	538.6349	536.9875	509.775
400	476.6844	161.793	536.4063	535.8031	509.4469
405	477.8125	162.3672	536.5638	535.4938	508.9625
410	477.1969	161.6042	536.6898	535.3969	508.5219
415	477.3844	161.2813	534.4211	534.0062	508.1156
420	475.2719	160.5664	536.5524	534.4813	507.6156
425	475.9375	160.3685	534.9768	533.7031	507.1844
430	482.3156	162.2422	535.2232	533.9219	506.8344
435	484.2062	162.6471	534.6044	533.2531	506.55
440	481.925	161.8919	534.8135	532.9562	506.2281
445	480.5156	161.7214	535.7474	533.6594	505.8625
450	477.1313	160.8451	536.475	533.7344	505.7594
455	478.5406	161.4206	536.9334	534.2875	505.7406
460	477.4781	160.7292	536.0424	534.0719	505.8906
465	481.65	161.7279	535.8362	533.7938	506.0562
470	482.5531	161.8997	535.9279	533.725	506.1187
475	482.8687	161.875	535.9193	533.9	506.1187
480	482.7563	161.8945	534.5185	532.9719	506.1437
485	481.2437	162.0273	537.3115	534.0656	506.0094
490	480.8031	161.8672	536.0797	534.0969	506.0156
495	478.6063	161.2461	536.5208	533.9281	506.175
500	476.6031	161.0521	539.2766	535.4188	506.3188
505	477.6906	162.0143	539.818	536.3219	506.6156
510	477.125	161.4141	539.8638	536.5687	507.1406
515	476.8125	161.444	539.7349	536.8594	507.6281
520	477.2594	161.2148	538.4601	536.5187	508.0594
525	473.7031	160.0417	538.0591	535.8031	508.3031
530	474.65	161.2005	542.5136	537.8812	508.3
535	474.6031	160.9167	542.7943	538.9406	508.6563
540	477.7062	162.1432	541.6112	539.0969	509.2938
545	478.4813	162.2018	539.9039	538.0375	509.8781
550	478.2125	161.7656	538.95	537.3438	510.0719
555	479.4906	162.4701	538.655	536.9469	509.9625
560	480.5	162.3672	535.8591	535.775	509.7281
565	478.1469	161.8112	534.9511	534.5062	509.3531
570	475.8813	160.9661	534.6818	534.075	508.7062
575	471.6875	159.4596	534.6961	533.3688	508.0406
580	473.4438	160.5	537.6896	534.8625	507.3937
585	474.5875	160.7904	535.4523	534.3156	507.1875
590	475.7281	161.2474	536.1742	533.9875	507.0875
595	478.5125	162.3646	537.1482	534.7938	506.8656
600	479.5375	162.4128	535.5039	533.95	506.8687
605	480.6187	163.0612	535.8563	533.9844	506.7375
610	479.8813	162.319	535.2003	533.5	506.6
615	479.6688	162.332	535.2375	533.4625	506.4188
620	478.3531	161.8138	535.0485	533.2562	506.2375
625	476.8875	161.2031	534.6846	533.075	506.075
630	475.9594	161.3125	535.8018	533.2406	505.8937
635	476.4438	161.7201	536.3375	533.9688	505.7563
640	477.775	162.5716	535.8391	533.6032	505.7687
645	477.2656	162.4362	536.3088	534.0313	505.7844
650	478.0	162.3529	535.9909	533.8187	505.825
655	477.8219	162.2279	536.2917	534.0094	505.9063
660	477.4937	161.9102	536.0797	534.0407	505.9656
665	477.9219	161.9349	534.9338	533.5062	505.9844
670	476.9281	162.1419	536.432	533.8	505.9594
675	477.2625	161.8906	535.332	533.7282	505.875
680	477.375	162.1328	535.481	533.5469	505.8438
685	474.5281	161.25	535.4523	533.4813	505.7656
690	474.9312	161.2096	535.7388	533.6375	505.7563
695	473.0219	161.0664	536.4063	533.7656	505.7594
700	470.4781	159.763	536.3432	534.1844	505.7719
705	470.4594	160.207	536.7987	533.9844	505.8156
710	470.6594	160.7109	538.6492	535.425	505.9375
715	473.6406	161.0417	537.8185	535.2125	506.2813
720	475.1625	162.2695	538.5891	535.7531	506.5812
725	476.4031	162.0534	535.375	534.4375	506.8875
730	475.2313	162.1432	537.3344	534.5687	506.9188
735	474.3469	161.7839	537.4661	535.3031	506.8312
740	474.6219	161.7344	536.9161	534.5969	506.8813
745	474.65	162.1419	538.3284	535.4313	506.8281
750	476.575	162.5091	537.532	535.5375	506.8687
755	476.1938	162.0898	535.7617	534.1657	507.0281
760	478.1281	162.0664	535.4753	534.2531	506.8344
765	474.975	160.8268	536.1713	534.0031	506.6063
770	475.575	161.3932	536.7815	534.3125	506.3625
775	475.5906	161.0742	536.0826	534.2594	506.2125
780	474.8156	161.2005	537.4432	534.6625	506.1531
785	475.1625	160.7943	536.1914	534.4437	506.175
790	473.6781	160.0951	536.2601	534.1531	506.2188
795	474.6469	160.8151	538.0276	534.9938	506.1063
800	474.7125	161.0742	538.1766	535.6281	506.2094
805	476.3563	161.7253	539.2365	535.7844	506.4844
810	477.4937	162.1094	537.2714	535.8438	506.7563
815	477.9	161.3086	535.4924	534.1594	507.0156
820	482.9125	163.0638	538.655	535.425	506.8188
825	482.3219	162.6458	535.3693	534.45	506.7781
830	481.2313	162.4792	537.4146	534.7813	506.7625
835	480.075	161.9557	536.7615	534.8031	506.675
840	479.4281	161.737	537.0709	534.6406	506.6812
845	478.9813	162.2943	538.5662	535.6156	506.65
850	475.75	161.1875	537.8987	535.5844	506.8031
855	473.075	160.4036	538.1078	535.4844	506.9219
860	473.2344	160.8464	538.7896	536.0812	507.0531
865	471.5187	160.3021	539.394	536.4188	507.2625
870	472.8969	159.7305	538.2195	536.1312	507.5875
875	471.3438	160.2591	541.0927	537.2125	507.7687
880	472.0812	159.9336	539.7979	537.5781	508.0438
885	468.9312	158.957	538.2167	536.4157	508.4594
890	471.3594	159.9245	540.9466	537.5187	508.55
895	471.4281	160.2995	542.2185	538.5594	508.7563
900	473.3937	160.1432	539.5115	537.8688	509.2031
905	474.8594	161.6511	541.5969	538.4281	509.5063
910	479.4719	163.2448	541.4537	538.6781	509.7687
915	481.3687	163.5	539.7349	538.1312	509.9906
920	482.9937	164.03	538.6177	537.0125	510.1
925	482.9125	164.5039	537.4461	536.8187	509.9469
930	478.0313	162.5404	536.5982	535.4188	509.6781
935	475.3531	162.1693	538.97	536.425	509.1906
940	475.7594	162.4805	539.4026	536.7813	508.9094
945	475.7344	162.5886	538.9758	536.9125	508.9063
950	472.85	161.4193	538.5403	536.4656	508.9969
955	467.8219	159.3763	536.9133	535.85	508.9937
960	468.4625	160.4831	541.3878	537.2438	508.8125
965	470.3563	160.7865	538.5002	536.975	508.85
970	470.3406	160.7865	537.6781	536.0313	509.0562
975	471.8312	160.9349	539.2537	536.7125	508.9
980	473.4688	161.3177	537.575	535.9844	508.8906
985	472.5	160.7305	537.0823	535.8063	508.75
990	467.9406	158.9753	535.7416	534.3563	508.6375
995	471.9281	161.0677	539.7148	536.3031	508.2437
1000	475.4875	162.4323	537.6495	535.9344	508.2156
1005	476.8188	162.8112	536.8073	535.4437	508.3438
1010	472.4625	160.4362	534.6159	533.8937	508.2813
1015	472.3687	160.7344	538.5948	535.2469	507.9
1020	481.375	164.431	539.4284	536.2313	507.75
1025	487.6469	166.4128	537.068	535.7687	507.95
1030	486.1656	165.0898	535.9193	534.4906	508.1313
1035	487.0344	165.8242	537.7239	535.2907	507.9469
1040	481.0812	163.4675	535.6787	534.4063	507.875
1045	477.2406	162.4076	538.4888	535.2656	507.7094
1050	476.2094	162.4154	538.824	536.0438	507.6812
1055	476.05	162.4349	539.1534	536.3563	507.8875
1060	474.5438	162.1914	538.2539	535.975	508.1563
1065	475.8312	163.0456	541.5568	537.4188	508.3406
1070	480.0844	163.9388	538.0763	536.7094	508.6344
1075	479.8875	163.2969	536.3862	535.4281	508.9156
1080	476.575	161.5482	535.5698	534.3812	508.7531
1085	478.0719	162.8203	539.6834	536.125	508.3656
1090	476.6625	161.8984	537.2399	535.6813	508.3125
1095	472.65	160.194	538.5261	535.5531	508.375
1100	473.4656	160.8607	540.7346	537.1937	508.3781
1105	472.9469	160.3268	538.7237	536.8719	508.7062
1110	475.4219	160.7786	537.9188	535.9875	508.9969
1115	477.5531	162.3164	541.213	537.4782	508.9688
1120	476.2563	161.1823	539.3109	537.2	509.1437
1125	478.8125	162.0378	538.1881	536.7031	509.4031
1130	476.9937	161.28	538.5318	536.3969	509.4312
1135	477.4813	161.2734	537.8156	536.0531	509.2875
1140	480.4438	162.2969	539.2336	536.6125	509.0906
1145	480.0469	162.1511	539.2823	536.9562	509.0906
1150	481.7813	162.2708	537.2971	536.0438	509.125
1155	478.5469	161.7292	538.8497	536.1531	509.1063
1160	478.1125	161.7969	539.881	537.1625	508.9969
1165	476.2469	161.2292	538.7065	536.6657	509.1219
1170	470.8125	159.2747	538.0133	536.175	509.2563
1175	469.0719	159.2956	539.7922	536.9688	509.1437
1180	472.0125	160.7096	541.024	537.5969	509.2313
1185	471.7	159.9701	541.3162	538.3031	509.4219
1190	473.0688	160.9844	542.2328	538.8906	509.7781
1195	472.1656	160.6888	542.0953	539.2687	510.1875
1200	472.4156	160.3229	541.5711	538.9125	510.5938
1205	472.9562	160.1823	540.6429	538.775	510.8563
1210	469.2437	159.3503	542.3532	539.2125	510.9625
1215	471.225	159.5898	539.8953	538.4219	511.1
1220	470.4813	160.388	542.2615	539.1063	511.1625
1225	473.9625	161.1771	541.4336	539.275	511.1719
1230	476.9875	162.6914	541.7888	539.1781	511.3156
1235	475.8875	162.3815	541.5482	539.3375	511.3687
1240	474.9281	162.0534	540.3937	538.7594	511.4781
1245	473.0125	161.6237	540.0586	538.1844	511.4281
1250	471.9656	161.0273	540.7146	538.5969	511.2156
1255	473.4844	161.8268	541.1614	538.8532	511.1344
1260	470.4469	160.8893	540.2047	538.3	511.15
1265	469.9031	160.4987	540.5627	538.4469	511.025
1270	469.9281	160.6888	539.9698	538.1219	510.9688
1275	471.0063	161.125	540.9638	538.3156	510.9375
1280	474.4156	162.418	541.2073	538.7625	510.8406
1285	473.2656	161.9831	539.4456	538.2719	510.9469
1290	470.35	160.2018	537.5893	536.5407	510.8875
1295	471.15	160.819	539.056	537.1875	510.5
1300	469.6563	159.7695	537.3745	536.1844	510.1812
1305	473.2594	160.5638	537.131	535.9406	509.8438
1310	470.7437	159.2435	536.1685	535.0625	509.4594
1315	474.8156	160.5182	536.9992	535.2313	508.9875
1320	478.4562	161.6263	536.856	535.0563	508.6187
1325	474.8656	159.7018	535.6586	534.3969	508.3375
1330	477.1313	160.4622	537.2313	534.8656	508.0438
1335	476.825	161.487	541.8805	536.9875	507.8406
1340	478.3344	162.3034	541.889	538.0719	508.1344
1345	478.2094	162.0273	541.256	538.2469	508.7687
1350	475.1344	160.668	540.2161	537.8532	509.3312
1355	475.8719	160.8828	540.706	537.9157	509.5781
1360	473.4125	159.8425	539.6433	537.7719	509.7219
1365	478.0688	161.1133	540.6258	537.8812	509.8438
1370	480.2437	162.5938	542.0753	538.5594	509.8062
1375	478.0406	161.7682	543.2498	539.8812	509.9188
1380	476.2844	161.168	541.6398	539.2219	510.2969
1385	472.9406	160.444	542.5623	539.6937	510.5875
1390	472.0031	160.4544	543.3414	540.2188	510.7719
1395	474.1719	161.6719	542.3331	539.9	511.05
1400	472.2437	160.5794	543.2584	540.2656	511.2125
1405	473.5688	160.7513	543.2125	540.5125	511.3844
1410	473.1375	161.0742	544.7766	541.1906	511.6156
1415	474.4562	160.694	541.0927	540.2813	511.8375
1420	473.6406	160.9544	542.3646	539.6937	511.9562
1425	472.2781	160.3971	543.5448	540.6312	511.7656
1430	474.6969	161.7656	544.639	541.5531	511.8062
1435	474.9906	161.763	543.244	540.9875	512.1531
