520	161.2148	538.4601	518.3995	334.5399
525	160.0417	538.0591	517.5917	332.175
530	161.2005	542.5136	519.8088	334.0289
535	160.9167	542.7943	521.2297	334.036
540	162.1432	541.6112	520.5307	336.2133
545	162.2018	539.9039	518.5255	336.2274
550	161.7656	538.95	517.5974	335.3859
555	162.4701	538.655	517.036	336.8625
560	162.3672	535.8591	515.0393	336.5367
565	161.8112	534.9511	513.9852	335.2805
570	160.9661	534.6818	513.567	333.9492
575	159.4596	534.6961	513.3177	330.8016
580	160.5	537.6896	515.5463	333.0961
585	160.7904	535.4523	514.2888	333.4125
590	161.2474	536.1742	514.1198	334.5938
595	162.3646	537.1482	514.6927	336.7266
600	162.4128	535.5039	513.6987	336.9727
605	163.0612	535.8563	513.4094	337.5586
610	162.319	535.2003	513.0914	336.5602
615	162.332	535.2375	513.4008	336.4758
620	161.8138	535.0485	513.249	335.7375
625	161.2031	534.6846	513.1573	334.4344
630	161.3125	535.8018	513.6614	334.6055
635	161.7201	536.3375	514.2315	335.2101
640	162.5716	535.8391	513.4695	336.682
645	162.4362	536.3088	513.5726	336.4875
650	162.3529	535.9909	513.5068	336.6422
655	162.2279	536.2917	513.5812	336.4289
660	161.9102	536.0797	513.7416	335.7984
665	161.9349	534.9338	513.2633	335.8617
670	162.1419	536.432	513.5325	335.911
675	161.8906	535.332	513.3865	335.6039
680	162.1328	535.481	513.1745	336.1031
685	161.25	535.4523	512.9081	334.3359
690	161.2096	535.7388	513.4552	334.4367
695	161.0664	536.4063	513.418	333.9539
700	159.763	536.3432	513.799	331.6313
705	160.207	536.7987	514.1857	332.4844
710	160.7109	538.6492	515.0307	333.3211
715	161.0417	537.8185	514.9305	333.9609
720	162.2695	538.5891	515.025	336.2274
725	162.0534	535.375	513.3492	335.8594
730	162.1432	537.3344	513.7502	335.8711
735	161.7839	537.4661	513.8935	335.3367
740	161.7344	536.9161	513.5784	335.3695
745	162.1419	538.3284	514.2946	336.232
750	162.5091	537.532	513.9909	336.7547
755	162.0898	535.7617	512.5185	335.9742
760	162.0664	535.4753	513.1	335.9672
765	160.8268	536.1713	513.4008	333.7899
770	161.3932	536.7815	514.3489	334.7719
775	161.0742	536.0826	513.9479	334.0781
780	161.2005	537.4432	514.4778	334.2
785	160.7943	536.1914	514.3518	333.4922
790	160.0951	536.2601	514.3375	332.1891
795	160.8151	538.0276	515.7039	333.7336
800	161.0742	538.1766	515.6237	334.0266
805	161.7253	539.2365	516.2282	335.6367
810	162.1094	537.2714	515.2714	335.768
815	161.3086	535.4924	514.1341	334.3969
820	163.0638	538.655	516.3026	338.2219
825	162.6458	535.3693	514.7013	337.1227
830	162.4792	537.4146	515.1826	336.8273
835	161.9557	536.7615	514.962	335.7398
840	161.737	537.0709	515.5463	335.4047
845	162.2943	538.5662	516.2911	336.4992
850	161.1875	537.8987	515.976	334.3359
855	160.4036	538.1078	515.9245	332.8664
860	160.8464	538.7896	516.4315	333.7875
865	160.3021	539.394	516.9042	332.4727
870	159.7305	538.2195	517.2164	331.5
875	160.2591	541.0927	518.2047	332.4703
880	159.9336	539.7979	518.1531	331.7813
885	158.957	538.2167	517.0502	329.9461
890	159.9245	540.9466	518.9381	331.9055
895	160.2995	542.2185	519.7745	332.6039
900	160.1432	539.5115	518.9782	332.3039
905	161.6511	541.5969	519.15	335.0953
910	163.2448	541.4537	518.5084	338.0719
915	163.5	539.7349	517.5115	338.8195
920	164.03	538.6177	516.019	339.9188
925	164.5039	537.4461	515.0995	340.6289
930	162.5404	536.5982	513.9737	337.1274
935	162.1693	538.97	515.8099	336.1476
940	162.4805	539.4026	516.2596	336.8062
945	162.5886	538.9758	516.0333	337.0477
950	161.4193	538.5403	515.4661	334.8117
955	159.3763	536.9133	514.7328	330.7031
960	160.4831	541.3878	517.4484	332.8219
965	160.7865	538.5002	516.6349	333.3586
970	160.7865	537.6781	515.4948	333.2461
975	160.9349	539.2537	516.4831	333.8906
980	161.3177	537.575	515.3573	334.5586
985	160.7305	537.0823	515.0966	333.3844
990	158.9753	535.7416	514.0453	329.6695
995	161.0677	539.7148	516.4373	334.0242
1000	162.4323	537.6495	515.2971	336.6398
1005	162.8112	536.8073	514.0997	337.1742
1010	160.4362	534.6159	512.9883	332.8641
1015	160.7344	538.5948	515.0851	333.4477
1020	164.431	539.4284	516.4373	340.575
1025	166.4128	537.068	514.6268	344.3906
1030	165.0898	535.9193	513.3521	341.7984
1035	165.8242	537.7239	514.7156	343.1297
1040	163.4675	535.6787	513.2547	338.6649
1045	162.4076	538.4888	515.0851	336.6398
1050	162.4154	538.824	516.1852	336.7101
1055	162.4349	539.1534	516.4945	336.8273
1060	162.1914	538.2539	515.6209	336.082
1065	163.0456	541.5568	517.4198	337.8281
1070	163.9388	538.0763	515.9216	339.6281
1075	163.2969	536.3862	514.5323	338.3859
1080	161.5482	535.5698	513.713	335.032
1085	162.8203	539.6834	516.4143	337.2773
1090	161.8984	537.2399	515.1969	335.4164
1095	160.194	538.5261	516.1594	332.5031
1100	160.8607	540.7346	518.5399	333.7289
1105	160.3268	538.7237	517.5315	332.4961
1110	160.7786	537.9188	516.8583	333.5438
1115	162.3164	541.213	518.9036	336.3398
1120	161.1823	539.3109	518.1044	334.432
1125	162.0378	538.1881	517.5859	335.8547
1130	161.28	538.5318	517.3596	334.5539
1135	161.2734	537.8156	517.1763	334.1344
1140	162.2969	539.2336	517.8925	336.5836
1145	162.1511	539.2823	517.9612	336.0094
1150	162.2708	537.2971	516.8411	336.2602
1155	161.7292	538.8497	517.7406	335.0649
1160	161.7969	539.881	518.4281	335.3016
1165	161.2292	538.7065	517.7292	334.4601
1170	159.2747	538.0133	517.7091	330.9141
1175	159.2956	539.7922	518.3508	330.4945
1180	160.7096	541.024	518.9523	333.2742
1185	159.9701	541.3162	520.1583	331.6641
1190	160.9844	542.2328	520.2156	334.0148
1195	160.6888	542.0953	520.376	333.2156
1200	160.3229	541.5711	520.1125	333.0539
1205	160.1823	540.6429	520.3159	332.9063
1210	159.3503	542.3532	520.5508	330.5742
1215	159.5898	539.8953	519.5195	331.4555
1220	160.388	542.2615	520.1326	332.8149
1225	161.1771	541.4336	519.7601	334.2235
1230	162.6914	541.7888	519.3391	337.0547
1235	162.3815	541.5482	518.6516	336.5672
1240	162.0534	540.3937	517.5802	335.8781
1245	161.6237	540.0586	517.3539	334.8305
1250	161.0273	540.7146	517.8638	333.9305
1255	161.8268	541.1614	518.156	335.5148
1260	160.8893	540.2047	517.6604	333.7711
1265	160.4987	540.5627	517.5716	333.075
1270	160.6888	539.9698	517.3912	333.0492
1275	161.125	540.9638	517.7292	333.975
1280	162.418	541.2073	517.8695	336.9234
1285	161.9831	539.4456	516.6177	335.2078
1290	160.2018	537.5893	515.7383	332.4094
1295	160.819	539.056	516.5518	333.293
1300	159.7695	537.3745	515.363	331.1039
1305	160.5638	537.131	515.9617	333.1476
1310	159.2435	536.1685	515.0107	330.1641
1315	160.5182	536.9992	515.6696	332.8641
1320	161.6263	536.856	515.9961	334.9477
1325	159.7018	535.6586	515.5177	330.8883
1330	160.4622	537.2313	516.8068	333.1125
1335	161.487	541.8805	519.531	335.1258
1340	162.3034	541.889	519.8518	336.1406
1345	162.0273	541.256	519.637	335.8547
1350	160.668	540.2161	519.3018	332.8594
1355	160.8828	540.706	519.72	333.5578
1360	159.8425	539.6433	519.4708	331.3266
1365	161.1133	540.6258	519.9807	334.1367
1370	162.5938	542.0753	520.5709	336.7078
1375	161.7682	543.2498	521.7253	335.2922
1380	161.168	541.6398	520.8057	334.3125
1385	160.444	542.5623	521.2985	332.7094
1390	160.4544	543.3414	521.3929	332.7235
1395	161.6719	542.3331	520.545	334.8492
1400	160.5794	543.2584	521.095	332.5547
1405	160.7513	543.2125	521.4388	333.3516
1410	161.0742	544.7766	521.9143	333.9047
1415	160.694	541.0927	520.6195	333.4453
1420	160.9544	542.3646	520.4133	333.5344
1425	160.3971	543.5448	521.7138	332.5945
1430	161.7656	544.639	522.4099	335.2969
1435	161.763	543.244	521.1724	334.9336
