435	484.2062	162.6471	534.6044
440	481.925	161.8919	534.8135
445	480.5156	161.7214	535.7474
450	477.1313	160.8451	536.475
455	478.5406	161.4206	536.9334
460	477.4781	160.7292	536.0424
465	481.65	161.7279	535.8362
470	482.5531	161.8997	535.9279
475	482.8687	161.875	535.9193
480	482.7563	161.8945	534.5185
485	481.2437	162.0273	537.3115
490	480.8031	161.8672	536.0797
495	478.6063	161.2461	536.5208
500	476.6031	161.0521	539.2766
505	477.6906	162.0143	539.818
510	477.125	161.4141	539.8638
515	476.8125	161.444	539.7349
520	477.2594	161.2148	538.4601
525	473.7031	160.0417	538.0591
530	474.65	161.2005	542.5136
535	474.6031	160.9167	542.7943
540	477.7062	162.1432	541.6112
545	478.4813	162.2018	539.9039
550	478.2125	161.7656	538.95
555	479.4906	162.4701	538.655
560	480.5	162.3672	535.8591
565	478.1469	161.8112	534.9511
570	475.8813	160.9661	534.6818
575	471.6875	159.4596	534.6961
580	473.4438	160.5	537.6896
585	474.5875	160.7904	535.4523
590	475.7281	161.2474	536.1742
595	478.5125	162.3646	537.1482
600	479.5375	162.4128	535.5039
605	480.6187	163.0612	535.8563
610	479.8813	162.319	535.2003
615	479.6688	162.332	535.2375
620	478.3531	161.8138	535.0485
625	476.8875	161.2031	534.6846
630	475.9594	161.3125	535.8018
635	476.4438	161.7201	536.3375
640	477.775	162.5716	535.8391
645	477.2656	162.4362	536.3088
650	478.0	162.3529	535.9909
655	477.8219	162.2279	536.2917
660	477.4937	161.9102	536.0797
665	477.9219	161.9349	534.9338
670	476.9281	162.1419	536.432
675	477.2625	161.8906	535.332
680	477.375	162.1328	535.481
685	474.5281	161.25	535.4523
690	474.9312	161.2096	535.7388
695	473.0219	161.0664	536.4063
700	470.4781	159.763	536.3432
705	470.4594	160.207	536.7987
710	470.6594	160.7109	538.6492
715	473.6406	161.0417	537.8185
720	475.1625	162.2695	538.5891
725	476.4031	162.0534	535.375
730	475.2313	162.1432	537.3344
735	474.3469	161.7839	537.4661
740	474.6219	161.7344	536.9161
745	474.65	162.1419	538.3284
750	476.575	162.5091	537.532
755	476.1938	162.0898	535.7617
760	478.1281	162.0664	535.4753
765	474.975	160.8268	536.1713
770	475.575	161.3932	536.7815
775	475.5906	161.0742	536.0826
780	474.8156	161.2005	537.4432
785	475.1625	160.7943	536.1914
790	473.6781	160.0951	536.2601
795	474.6469	160.8151	538.0276
800	474.7125	161.0742	538.1766
805	476.3563	161.7253	539.2365
810	477.4937	162.1094	537.2714
815	477.9	161.3086	535.4924
820	482.9125	163.0638	538.655
825	482.3219	162.6458	535.3693
830	481.2313	162.4792	537.4146
835	480.075	161.9557	536.7615
840	479.4281	161.737	537.0709
845	478.9813	162.2943	538.5662
850	475.75	161.1875	537.8987
855	473.075	160.4036	538.1078
860	473.2344	160.8464	538.7896
865	471.5187	160.3021	539.394
870	472.8969	159.7305	538.2195
875	471.3438	160.2591	541.0927
880	472.0812	159.9336	539.7979
885	468.9312	158.957	538.2167
890	471.3594	159.9245	540.9466
895	471.4281	160.2995	542.2185
900	473.3937	160.1432	539.5115
905	474.8594	161.6511	541.5969
910	479.4719	163.2448	541.4537
915	481.3687	163.5	539.7349
920	482.9937	164.03	538.6177
925	482.9125	164.5039	537.4461
930	478.0313	162.5404	536.5982
935	475.3531	162.1693	538.97
940	475.7594	162.4805	539.4026
945	475.7344	162.5886	538.9758
950	472.85	161.4193	538.5403
955	467.8219	159.3763	536.9133
960	468.4625	160.4831	541.3878
965	470.3563	160.7865	538.5002
970	470.3406	160.7865	537.6781
975	471.8312	160.9349	539.2537
980	473.4688	161.3177	537.575
985	472.5	160.7305	537.0823
990	467.9406	158.9753	535.7416
995	471.9281	161.0677	539.7148
1000	475.4875	162.4323	537.6495
1005	476.8188	162.8112	536.8073
1010	472.4625	160.4362	534.6159
1015	472.3687	160.7344	538.5948
1020	481.375	164.431	539.4284
1025	487.6469	166.4128	537.068
1030	486.1656	165.0898	535.9193
1035	487.0344	165.8242	537.7239
1040	481.0812	163.4675	535.6787
1045	477.2406	162.4076	538.4888
1050	476.2094	162.4154	538.824
1055	476.05	162.4349	539.1534
1060	474.5438	162.1914	538.2539
1065	475.8312	163.0456	541.5568
1070	480.0844	163.9388	538.0763
1075	479.8875	163.2969	536.3862
1080	476.575	161.5482	535.5698
1085	478.0719	162.8203	539.6834
1090	476.6625	161.8984	537.2399
1095	472.65	160.194	538.5261
1100	473.4656	160.8607	540.7346
1105	472.9469	160.3268	538.7237
1110	475.4219	160.7786	537.9188
1115	477.5531	162.3164	541.213
1120	476.2563	161.1823	539.3109
1125	478.8125	162.0378	538.1881
1130	476.9937	161.28	538.5318
1135	477.4813	161.2734	537.8156
1140	480.4438	162.2969	539.2336
1145	480.0469	162.1511	539.2823
1150	481.7813	162.2708	537.2971
1155	478.5469	161.7292	538.8497
1160	478.1125	161.7969	539.881
1165	476.2469	161.2292	538.7065
1170	470.8125	159.2747	538.0133
1175	469.0719	159.2956	539.7922
1180	472.0125	160.7096	541.024
1185	471.7	159.9701	541.3162
1190	473.0688	160.9844	542.2328
1195	472.1656	160.6888	542.0953
1200	472.4156	160.3229	541.5711
1205	472.9562	160.1823	540.6429
1210	469.2437	159.3503	542.3532
1215	471.225	159.5898	539.8953
1220	470.4813	160.388	542.2615
1225	473.9625	161.1771	541.4336
1230	476.9875	162.6914	541.7888
1235	475.8875	162.3815	541.5482
1240	474.9281	162.0534	540.3937
1245	473.0125	161.6237	540.0586
1250	471.9656	161.0273	540.7146
1255	473.4844	161.8268	541.1614
1260	470.4469	160.8893	540.2047
1265	469.9031	160.4987	540.5627
1270	469.9281	160.6888	539.9698
1275	471.0063	161.125	540.9638
1280	474.4156	162.418	541.2073
1285	473.2656	161.9831	539.4456
1290	470.35	160.2018	537.5893
1295	471.15	160.819	539.056
1300	469.6563	159.7695	537.3745
1305	473.2594	160.5638	537.131
1310	470.7437	159.2435	536.1685
1315	474.8156	160.5182	536.9992
1320	478.4562	161.6263	536.856
1325	474.8656	159.7018	535.6586
1330	477.1313	160.4622	537.2313
1335	476.825	161.487	541.8805
1340	478.3344	162.3034	541.889
1345	478.2094	162.0273	541.256
1350	475.1344	160.668	540.2161
1355	475.8719	160.8828	540.706
1360	473.4125	159.8425	539.6433
1365	478.0688	161.1133	540.6258
1370	480.2437	162.5938	542.0753
1375	478.0406	161.7682	543.2498
1380	476.2844	161.168	541.6398
1385	472.9406	160.444	542.5623
1390	472.0031	160.4544	543.3414
1395	474.1719	161.6719	542.3331
1400	472.2437	160.5794	543.2584
1405	473.5688	160.7513	543.2125
1410	473.1375	161.0742	544.7766
1415	474.4562	160.694	541.0927
1420	473.6406	160.9544	542.3646
1425	472.2781	160.3971	543.5448
1430	474.6969	161.7656	544.639
1435	474.9906	161.763	543.244
